track_ID,trackproduct_ID,album_ID,track_name,Duration,release_dat,tempo
65e3654dfc13ae0e3fcd36d9,65e3654dfc13ae0e3fcd36da,65e36722fc13ae0f07cd3a6b,Levitating (feat. DaBaby),0:02:38,1980-11-18 ,103
65e3654dfc13ae0e3fcd36db,65e3654dfc13ae0e3fcd36dc,65e36722fc13ae0f07cd3a6b,Break My Heart,0:03:41,1980-11-18 ,113
65e3654dfc13ae0e3fcd36f1,65e3654dfc13ae0e3fcd36f2,65e367a3fc13ae0dd8cd3a76,Astronomia,0:03:18,2001-02-25 ,126
65e3654dfc13ae0e3fcd36e5,65e3654dfc13ae0e3fcd36e6,65e367a3fc13ae0dd8cd3a70,Beauty And A Beat,0:02:18,2018-02-06 ,128
65e3654dfc13ae0e3fcd36e3,65e3654dfc13ae0e3fcd36e4,65e367a3fc13ae0dd8cd3a6f,Being Good Is Boring,0:02:40,1986-08-23 ,112
65e3654dfc13ae0e3fcd36cd,65e3654dfc13ae0e3fcd36ce,65e36722fc13ae0f07cd3a69,Woman,0:02:52,2010-06-16 ,108
65e3654dfc13ae0e3fcd36cf,65e3654dfc13ae0e3fcd36d0,65e36722fc13ae0f07cd3a69,Need to Know,0:03:30,2010-06-16 ,130
65e3654dfc13ae0e3fcd36d1,65e3654dfc13ae0e3fcd36d2,65e36722fc13ae0f07cd3a69,Ain't Shit,0:02:54,2010-06-16 ,124
65e3654dfc13ae0e3fcd36d3,65e3654dfc13ae0e3fcd36d4,65e36722fc13ae0f07cd3a69,You Right,0:03:06,2010-06-16 ,129
65e3654dfc13ae0e3fcd370d,65e3654dfc13ae0e3fcd370e,65e367a3fc13ae0dd8cd3a82,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",0:03:21,2011-06-02 ,95
65e3654dfc13ae0e3fcd36e9,65e3654dfc13ae0e3fcd36ea,65e367a3fc13ae0dd8cd3a72,Banana (feat. Shaggy) - DJ FLe - Minisiren Remix,0:03:30,2019-06-24 ,95
65e3654dfc13ae0e3fcd36d5,65e3654dfc13ae0e3fcd36d6,65e36722fc13ae0f07cd3a6a,When Hello Means Goodbye,0:02:38,1982-11-27 ,166
65e3654dfc13ae0e3fcd36d7,65e3654dfc13ae0e3fcd36d8,65e36722fc13ae0f07cd3a6a,On My Way,0:03:20,1982-11-27 ,96
65e3654dfc13ae0e3fcd36eb,65e3654dfc13ae0e3fcd36ec,65e367a3fc13ae0dd8cd3a73,Shooting Stars,0:03:55,1998-02-27 ,125
65e3654dfc13ae0e3fcd36fd,65e3654dfc13ae0e3fcd36fe,65e367a3fc13ae0dd8cd3a7b,AMG,0:02:15,2020-09-19 ,88
65e3654dfc13ae0e3fcd36c9,65e3654dfc13ae0e3fcd36ca,65e36722fc13ae0f07cd3a68,Say It Right,0:02:09,2002-01-02 ,124
65e3654dfc13ae0e3fcd36dd,65e3654dfc13ae0e3fcd36de,65e36722fc13ae0f07cd3a6c,Forever,0:03:01,1986-09-06 ,124
65e3654dfc13ae0e3fcd36c3,65e3654dfc13ae0e3fcd36c4,65e36722fc13ae0f07cd3a67,What You Know Bout Love,0:02:40,1988-04-28 ,84
65e3654dfc13ae0e3fcd36c5,65e3654dfc13ae0e3fcd36c6,65e36722fc13ae0f07cd3a67,Mood Swings (feat. Lil Tjay),0:03:33,1988-04-28 ,180
65e3654dfc13ae0e3fcd36c7,65e3654dfc13ae0e3fcd36c8,65e36722fc13ae0f07cd3a67,For The Night (feat. Lil Baby & DaBaby),0:03:10,1988-04-28 ,126
65e3654dfc13ae0e3fcd36cb,65e3654dfc13ae0e3fcd36cc,65e36722fc13ae0f07cd3a68,Say It Right,0:02:08,2002-01-02 ,126
65e3654dfc13ae0e3fcd3705,65e3654dfc13ae0e3fcd3706,65e367a3fc13ae0dd8cd3a7e,Afraid To Feel,0:02:57,2013-09-29 ,128
65e3654dfc13ae0e3fcd36f5,65e3654dfc13ae0e3fcd36f6,65e367a3fc13ae0dd8cd3a78,As It Was,0:02:47,1987-05-14 ,174
65e3654dfc13ae0e3fcd36fb,65e3654dfc13ae0e3fcd36fc,65e367a3fc13ae0dd8cd3a7a,Apologize,0:02:09,2011-06-14 ,126
65e3654dfc13ae0e3fcd36f9,65e3654dfc13ae0e3fcd36fa,65e367a3fc13ae0dd8cd3a79,Wait a Minute!,0:03:16,1980-05-09 ,101
65e3654dfc13ae0e3fcd36bf,65e3654dfc13ae0e3fcd36c0,65e36722fc13ae0f07cd3a66,Without You,0:03:02,1999-12-06 ,125
65e3654dfc13ae0e3fcd36f7,65e3654dfc13ae0e3fcd36f8,65e367a3fc13ae0dd8cd3a78,As It Was,0:02:04,1987-05-14 ,105
65e3654dfc13ae0e3fcd36ff,65e3654dfc13ae0e3fcd3700,65e367a3fc13ae0dd8cd3a7c,Ameno Amapiano Remix (You Wanna Bamba),0:03:47,1981-01-12 ,113
65e3654dfc13ae0e3fcd36e1,65e3654dfc13ae0e3fcd36e2,65e367a3fc13ae0dd8cd3a6e,Best Friend (feat. Doja Cat),0:02:35,1997-02-15 ,94
65e3654dfc13ae0e3fcd36df,65e3654dfc13ae0e3fcd36e0,65e367a3fc13ae0dd8cd3a6d,Forever,0:02:47,1986-09-06 ,125
65e3654dfc13ae0e3fcd36e7,65e3654dfc13ae0e3fcd36e8,65e367a3fc13ae0dd8cd3a71,Be Kind (with Halsey),0:02:52,2000-03-21 ,94
65e3654dfc13ae0e3fcd3701,65e3654dfc13ae0e3fcd3702,65e367a3fc13ae0dd8cd3a7d,Blinding Lights,0:03:20,2000-05-27 ,171
65e3654dfc13ae0e3fcd3703,65e3654dfc13ae0e3fcd3704,65e367a3fc13ae0dd8cd3a7d,In Your Eyes,0:03:57,2000-05-27 ,100
65e3654dfc13ae0e3fcd36ed,65e3654dfc13ae0e3fcd36ee,65e367a3fc13ae0dd8cd3a74,Bad Habits,0:03:51,2008-07-30 ,126
65e3654dfc13ae0e3fcd3709,65e3654dfc13ae0e3fcd370a,65e367a3fc13ae0dd8cd3a80,About Damn Time,0:03:11,2001-05-05 ,109
65e3654dfc13ae0e3fcd370b,65e3654dfc13ae0e3fcd370c,65e367a3fc13ae0dd8cd3a81,abcdefu,0:02:48,1991-08-29 ,122
65e3654dfc13ae0e3fcd36c1,65e3654dfc13ae0e3fcd36c2,65e36722fc13ae0f07cd3a66,Without You,0:02:12,1999-12-06 ,120
65e3654dfc13ae0e3fcd36ef,65e3654dfc13ae0e3fcd36f0,65e367a3fc13ae0dd8cd3a75,Baby Girl,0:01:51,2017-11-04 ,121
65e3654dfc13ae0e3fcd3707,65e3654dfc13ae0e3fcd3708,65e367a3fc13ae0dd8cd3a7f,Aesthetic,0:02:38,2022-06-24 ,170
65e3654dfc13ae0e3fcd36f3,65e3654dfc13ae0e3fcd36f4,65e367a3fc13ae0dd8cd3a77,Astronaut In The Ocean,0:02:12,1989-01-14 ,150